order_id,company,city,order_time,vehicle_type,distance_km,parcel_weight_kg,price_rs,status,delivery_time_min,customer_rating,customer_feedback,sentiment_label,merchant_id,driver_id,cod_flag,promo_used,order_value_rs,shipment_type,service_level
ORD104499,Delhivery,Lucknow,12/25/25 4:59,Van,2.77,1.18,75.53,delayed,8.1,4,Driver was polite and on time.,positive,m_8845,d_95073,0,1,1830.06,B2C,standard
ORD101154,Shadowfax,Coimbatore,12/16/24 9:33,Mini-Truck,1.16,7.53,119.49,delivered,9.8,4,"Excellent service, will use again",positive,m_7656,d_66785,0,1,1032.91,B2B,express
ORD102255,BlueDart,Indore,10/14/24 16:17,2W,0.3,3.69,76.36,delayed,5,1,"Very poor service, won't recommend",negative,m_5826,d_23011,0,1,488.33,B2C,standard
ORD109874,Shadowfax,Coimbatore,07/27/25 1:24,2W,38.28,3.56,264.13,delayed,165.8,3,"No issues, nothing special",neutral,m_7619,d_27472,0,0,360.37,B2C,standard
ORD103170,Shiprocket,Pune,02/05/24 13:28,2W,8.59,0.44,78.64,delayed,34.4,3,Average experience Expected better.,neutral,m_2609,d_66028,0,1,495.51,B2C,standard
ORD107400,BlueDart,Jaipur,09/09/25 3:14,Mini-Truck,5.48,0.71,118.1,delayed,28.8,3,Package arrived late but ok,neutral,m_6434,d_65622,0,0,61.84,B2C,scheduled
ORD110248,DTDC,Hyderabad,01/31/26 14:20,Van,30.11,5,282.68,delivered,170.4,3,Package arrived late but ok.,neutral,m_7161,d_91242,0,0,1015.76,B2C,standard
ORD107158,Delhivery,Calicut,10/05/24 20:19,2W,2.73,0.16,51.72,delayed,22.9,2,Package was damaged on arrival Expected better.,negative,m_7987,d_84396,0,0,2577.59,B2B,standard
ORD103108,Porter,Vadodara,05/21/24 14:02,Tempo,2.81,3.95,114.19,delayed,18,2,Package was damaged on arrival Quick response from support.,negative,m_4185,d_79250,0,1,127.94,B2C,standard
ORD104548,DTDC,Indore,12/16/25 3:21,Van,3.22,3.83,99.82,delayed,18.1,2,"Very poor service, won't recommend",negative,m_4184,d_22169,0,0,1025.98,B2C,standard
ORD105423,Porter,Rajkot,01/02/24 9:15,Truck,0.74,2.33,98.14,delayed,28.6,1,Driver cancelled multiple times,negative,m_2233,d_47948,0,1,164.36,B2C,express
ORD102049,DTDC,Kanpur,07/30/25 8:37,2W,2.79,3.07,64.7,delayed,10.8,1,"Very poor service, won't recommend",negative,m_9882,d_67524,0,0,265.08,B2C,standard
ORD109208,Shiprocket,Jaipur,11/03/24 7:16,Tempo,0.81,3.34,79.03,delayed,5.3,3,Standard service.,neutral,m_6205,d_71877,0,0,2432.21,B2C,standard
ORD108815,Shadowfax,Thiruvananthapuram,09/27/24 0:28,Truck,1.49,2.8,110.12,delayed,14.4,1,Package was damaged on arrival Expected better.,negative,m_8088,d_95815,0,0,121.76,B2C,standard
ORD111753,DTDC,Mumbai,07/28/25 21:54,2W,8.81,1.81,82.91,delayed,39.5,3,Average experience.,neutral,m_8309,d_63476,0,0,1044.99,B2B,standard
ORD100262,Porter,Pune,03/07/24 18:41,Tempo,0.3,7.32,123.91,delayed,5,2,"Order lost, support unhelpful Expected better.",negative,m_3686,d_15339,0,0,50,B2C,express
ORD111561,BlueDart,Kolkata,06/01/25 4:48,Van,43.61,1.03,404.4,delayed,239.2,4,Driver was polite and on time Quick response from support.,positive,m_2697,d_21798,1,0,824.03,B2C,standard
ORD104061,DTDC,Vadodara,12/28/24 9:32,Mini-Truck,3.48,3.44,99.49,delivered,21,4,Smooth pickup and delivery Quick response from support.,positive,m_9492,d_21702,1,1,164.99,B2C,scheduled
ORD105534,DTDC,Pune,07/12/24 1:08,2W,0.63,2.12,49.37,delayed,5,4,"Excellent service, will use again",positive,m_3114,d_79261,0,1,695.25,B2C,standard
ORD106616,Shadowfax,Pune,05/20/25 12:57,Tempo,3.8,5.87,130.91,delayed,35.3,2,"Very poor service, won't recommend.",negative,m_8278,d_86278,1,0,1446.41,B2C,scheduled
ORD108120,BlueDart,Kanpur,01/04/24 20:42,2W,0.3,6.02,101.67,delayed,5,4,Smooth pickup and delivery.,positive,m_4011,d_75726,0,0,50,B2B,standard
ORD108155,Shadowfax,Visakhapatnam,12/22/24 15:33,2W,1.23,1.44,47.59,delayed,5,1,"Order lost, support unhelpful.",negative,m_2558,d_97493,0,0,1064.63,B2C,standard
ORD101802,Porter,Indore,09/30/24 21:44,Mini-Truck,15.15,0.47,171.42,delivered,101.4,4,"Excellent service, will use again Expected better.",positive,m_5129,d_66575,0,0,159.84,B2C,standard
ORD104736,BlueDart,Hyderabad,06/06/25 7:02,Van,3.19,0.23,85.55,delayed,13.4,3,Delivery was okay.,neutral,m_9764,d_94780,1,1,3185.68,B2C,standard
ORD111986,Delhivery,Kanpur,03/11/24 18:14,2W,29.98,2.83,233.73,delayed,127.9,1,"Order lost, support unhelpful",negative,m_3083,d_17434,1,0,810.47,B2C,express
ORD102385,Porter,Kolkata,01/31/25 18:05,Tempo,3.75,0.32,90.23,delayed,32.1,2,"Order lost, support unhelpful Expected better.",negative,m_8831,d_84859,0,0,3404.58,B2B,standard
ORD106694,Delhivery,Calicut,06/18/25 19:03,Tempo,5.04,4.16,128.7,delayed,33.5,2,"Delivery took too long, disappointed Expected better.",negative,m_8466,d_49181,0,0,621.93,B2C,standard
ORD105759,DTDC,Thiruvananthapuram,07/11/25 2:41,Van,0.65,5.16,90.66,delayed,11.1,2,"Delivery took too long, disappointed Expected better.",negative,m_3306,d_26968,0,0,50,B2B,standard
ORD101959,Shadowfax,Visakhapatnam,01/09/26 7:38,2W,2.08,3.27,63.95,delayed,26.8,1,"Very poor service, won't recommend",negative,m_6894,d_57146,0,0,1418.95,B2C,express
ORD102976,Shiprocket,Rajkot,10/24/24 14:55,Truck,0.3,6.39,124.29,delayed,5,4,Driver was polite and on time,positive,m_7201,d_67423,0,0,3233.3,B2C,standard
ORD108680,Delhivery,Kanpur,09/02/25 12:58,Truck,3.15,0.97,108.19,delayed,5,4,Driver was polite and on time,positive,m_3545,d_49396,0,1,165.89,B2C,standard
ORD101843,BlueDart,Kanpur,10/11/24 10:04,Truck,9.92,2.88,239.87,delayed,80.4,1,"Order lost, support unhelpful Quick response from support.",negative,m_1618,d_47386,0,0,1712.31,B2C,standard
ORD101734,Delhivery,Lucknow,05/10/25 17:24,2W,1.4,5,76.44,delayed,5,4,"Quick delivery, very satisfied",positive,m_5478,d_46999,0,0,1088.18,B2C,express
ORD102911,Delhivery,Rajkot,03/05/24 9:59,2W,1.58,3.68,71.21,delayed,9.9,3,Standard service,neutral,m_7153,d_40948,0,0,997.16,B2C,express
ORD111411,Porter,Chandigarh,09/25/24 9:29,Truck,50.76,3.68,567.82,delayed,443.3,2,"Order lost, support unhelpful Quick response from support.",negative,m_5989,d_87086,0,0,2913.01,B2C,standard
ORD108338,Porter,Delhi-NCR,03/07/25 14:17,2W,11.1,3.05,109.41,delayed,41.8,1,"Very poor service, won't recommend",negative,m_2713,d_12797,0,0,1808.08,B2C,standard
ORD101986,Shadowfax,Kolkata,01/07/26 8:50,Tempo,10.27,4.78,176.94,delayed,62.8,2,Driver cancelled multiple times,negative,m_1916,d_45079,0,1,1548.97,B2C,express
ORD109561,Delhivery,Calicut,04/17/25 10:38,2W,16.42,0.19,122.84,delayed,57.8,1,"Order lost, support unhelpful",negative,m_8613,d_62689,0,0,205.73,B2C,standard
ORD106546,Shadowfax,Bengaluru,07/21/25 18:28,2W,22.68,2.34,151.78,delayed,90.5,2,"Delivery took too long, disappointed Quick response from support.",negative,m_7045,d_25427,0,0,177.75,B2C,standard
ORD107098,Shadowfax,Lucknow,07/06/25 0:44,Van,15.66,0.23,136.8,failed,92.9,2,Driver cancelled multiple times,negative,m_7565,d_34851,1,1,662.01,B2C,express
ORD102811,Delhivery,Rajkot,12/31/24 9:57,2W,0.6,0.69,47.52,delivered,5,3,Delivery was okay Quick response from support.,neutral,m_3405,d_45115,1,0,870.51,B2C,standard
ORD100659,Delhivery,Ahmedabad,06/22/24 0:27,Van,2.03,2.17,82.95,delayed,15.3,1,Package was damaged on arrival,negative,m_9132,d_37202,0,0,2175.23,B2C,express
ORD109986,Shiprocket,Coimbatore,07/02/25 1:06,2W,0.3,1.49,39.66,delayed,5,1,Driver cancelled multiple times.,negative,m_4516,d_97506,0,0,375.82,B2C,standard
ORD102511,BlueDart,Visakhapatnam,10/16/24 20:27,Truck,1.22,4.24,172.49,delayed,5,2,"Very poor service, won't recommend Quick response from support.",negative,m_7395,d_57055,1,1,525.08,B2C,standard
ORD111589,Shadowfax,Indore,02/28/25 10:53,2W,27.12,0.5,174.96,delayed,114.3,2,"Order lost, support unhelpful",negative,m_7425,d_59859,1,0,170.03,B2B,standard
ORD104282,DTDC,Chandigarh,01/13/24 9:53,Van,1,6.08,103.52,delayed,12.9,4,"Quick delivery, very satisfied.",positive,m_6389,d_75828,0,0,213.62,B2B,standard
ORD109339,Porter,Hyderabad,06/28/24 19:17,2W,9.19,2.66,97.79,delayed,37.7,4,"Quick delivery, very satisfied",positive,m_9228,d_99923,0,0,364.21,B2C,express
ORD111464,Shiprocket,Mumbai,01/18/24 20:58,Truck,20.59,12.46,353.21,delayed,179.9,2,"Very poor service, won't recommend Quick response from support.",negative,m_7668,d_70365,0,1,441.11,B2B,express
ORD108800,Delhivery,Vadodara,05/15/25 21:44,Tempo,0.32,0.15,52.51,delivered,5,3,Standard service,neutral,m_3205,d_10420,0,0,557.49,B2C,standard
ORD106287,Shadowfax,Mumbai,08/09/24 16:04,Van,0.47,4.7,88,delayed,7.3,2,"Very poor service, won't recommend",negative,m_9451,d_67717,0,1,962.47,B2C,express
ORD101930,Shadowfax,Rajkot,03/31/24 10:38,2W,4.4,1.29,62.15,delayed,12.8,3,Package arrived late but ok,neutral,m_7609,d_12740,0,0,771.96,B2C,express
ORD107125,Porter,Chennai,08/10/24 8:05,2W,6.05,3.4,90.14,delivered,30.4,4,Smooth pickup and delivery,positive,m_2014,d_88673,0,0,318.78,B2B,standard
ORD100197,Porter,Calicut,07/14/25 1:13,2W,5.16,3.06,79.43,delayed,5,4,Driver was polite and on time,positive,m_5261,d_75154,0,0,2307.56,B2C,standard
ORD107777,Shiprocket,Chennai,01/09/25 6:07,2W,6.26,0.66,60,delayed,29.2,2,"Delivery took too long, disappointed Expected better.",negative,m_1546,d_64971,0,0,2322.47,B2B,standard
ORD102931,DTDC,Jaipur,11/27/24 5:22,2W,3.37,1.23,56.06,delayed,15.4,1,Driver cancelled multiple times,negative,m_8285,d_22212,1,0,260.16,B2C,standard
ORD108004,Shiprocket,Nagpur,06/15/24 19:47,2W,4.34,6.43,92.07,delivered,13.9,3,Standard service,neutral,m_9903,d_49129,1,0,819.98,B2C,express
ORD102327,Porter,Hyderabad,10/09/25 12:50,2W,0.37,1.44,43.59,delayed,12.9,1,"Delivery took too long, disappointed Expected better.",negative,m_5041,d_19851,0,0,2622.53,B2C,standard
ORD104389,Shiprocket,Mumbai,11/13/24 4:29,Mini-Truck,1.37,4.36,83.82,delayed,5,3,Package arrived late but ok,neutral,m_9594,d_94687,0,0,1622.58,B2C,standard
ORD108958,Delhivery,Hyderabad,07/04/25 12:09,2W,13.12,5.46,155.83,delayed,65.6,1,Package was damaged on arrival,negative,m_4281,d_40004,0,1,186.96,B2B,express
ORD104218,Porter,Visakhapatnam,07/08/24 3:43,Tempo,3.33,3.57,111.36,delivered,26.3,3,"No issues, nothing special.",neutral,m_2568,d_10676,1,0,1025.75,B2C,standard
ORD111447,DTDC,Chandigarh,08/12/24 5:39,Tempo,46.77,5.08,442.58,delayed,335.9,2,"Order lost, support unhelpful Expected better.",negative,m_1342,d_89471,1,1,339.03,B2C,standard
ORD100202,Porter,Visakhapatnam,08/06/25 11:22,2W,4.82,5.85,112.68,delayed,7.6,2,"Order lost, support unhelpful Quick response from support.",negative,m_7186,d_98549,0,0,486.82,B2C,standard
ORD103510,Shadowfax,Kolkata,01/11/26 17:11,2W,0.3,6.26,77.54,delayed,5,2,Driver cancelled multiple times,negative,m_2629,d_96789,0,0,403.06,B2C,express
ORD104931,Porter,Chennai,10/18/24 15:43,Tempo,6.58,4.17,151.54,delayed,53.3,1,"Delivery took too long, disappointed",negative,m_8041,d_38825,0,1,411.52,B2C,standard
ORD105535,Shadowfax,Visakhapatnam,01/22/26 10:17,Truck,0.44,10.1,183.32,delayed,5,3,Delivery was okay Quick response from support.,neutral,m_5970,d_11905,0,0,65.11,B2C,standard
ORD109925,Delhivery,Chandigarh,01/28/24 20:51,Van,21.68,1.04,207.31,delayed,130.6,2,"Order lost, support unhelpful Quick response from support.",negative,m_5829,d_86178,1,1,369.75,B2C,standard
ORD105791,Delhivery,Kanpur,04/16/24 5:38,Mini-Truck,3.55,5.12,122.05,delayed,10.3,3,"No issues, nothing special",neutral,m_2056,d_33391,0,1,50,B2C,standard
ORD110969,Porter,Kanpur,10/11/25 2:05,Mini-Truck,34.67,4.02,354.79,delayed,208.2,1,Package was damaged on arrival Expected better.,negative,m_4609,d_91088,1,0,1030.1,B2C,standard
ORD101707,Delhivery,Tiruppur,08/16/24 2:46,Van,2.61,8.3,144.15,delayed,25.7,3,Delivery was okay,neutral,m_6174,d_45610,0,1,132.68,B2B,standard
ORD105172,Porter,Mumbai,09/03/24 1:28,2W,4.9,1.36,68.08,delayed,13.7,4,Package arrived in perfect condition,positive,m_9065,d_69451,1,0,997.77,B2C,standard
ORD105249,Shiprocket,Nagpur,03/31/24 8:08,2W,1.53,3.87,71.06,delayed,5.1,3,Standard service,neutral,m_1339,d_44594,0,0,50,B2C,standard
ORD111666,Porter,Visakhapatnam,06/02/25 3:25,Truck,33.36,5.13,434.52,delayed,273.6,3,"No issues, nothing special Quick response from support.",neutral,m_8713,d_50372,0,0,640.32,B2C,standard
ORD106528,Delhivery,Tiruppur,09/02/25 3:23,2W,3.63,2.66,77.99,delayed,7,3,"No issues, nothing special",neutral,m_6735,d_43310,0,0,1888.27,B2C,standard
ORD111814,Shadowfax,Vadodara,12/24/24 8:28,Truck,43.56,4.54,539.88,delayed,374.3,2,"Very poor service, won't recommend Quick response from support.",negative,m_9819,d_96195,0,1,1393.64,B2B,standard
ORD105855,Porter,Tiruppur,09/26/24 15:00,2W,0.87,2.99,66.74,delayed,6.9,1,"Delivery took too long, disappointed.",negative,m_1217,d_77834,1,0,92.72,B2C,express
ORD108164,Shadowfax,Thiruvananthapuram,07/19/24 12:06,2W,2.41,2.9,70.3,delayed,27.7,4,Smooth pickup and delivery.,positive,m_4660,d_23135,0,0,160.64,B2B,express
ORD100854,Delhivery,Pune,06/24/25 18:44,2W,1.32,6.86,98.17,delayed,5,1,"Very poor service, won't recommend",negative,m_4921,d_42623,0,0,624.62,B2C,standard
ORD104737,Porter,Tiruppur,04/14/24 6:58,Tempo,8.13,2.7,150.14,delayed,52,1,Driver cancelled multiple times Quick response from support.,negative,m_9106,d_91526,0,0,109.4,B2C,standard
ORD110352,Shiprocket,Hyderabad,03/11/25 5:43,Mini-Truck,51.54,2.2,408.27,delayed,326,2,Package was damaged on arrival Quick response from support.,negative,m_5307,d_80538,1,0,1822.11,B2C,standard
ORD100698,Porter,Kanpur,03/27/25 4:58,Van,2.09,5.37,99.95,delayed,5,1,"Order lost, support unhelpful",negative,m_2253,d_29014,1,0,1003.2,B2B,standard
ORD111344,Porter,Chandigarh,03/23/25 1:03,Mini-Truck,33.73,2.94,310.89,delayed,214.3,3,Package arrived late but ok Quick response from support.,neutral,m_7945,d_44312,1,1,295.71,B2C,express
ORD111191,Porter,Pune,05/31/24 1:18,Mini-Truck,48.05,1.76,433.63,delivered,298.6,5,Smooth pickup and delivery,positive,m_9597,d_88997,1,0,1088.74,B2C,standard
ORD103696,Shadowfax,Lucknow,06/22/25 8:08,Mini-Truck,2.77,0.88,71.73,delayed,26.2,3,Delivery was okay.,neutral,m_1001,d_33030,0,0,174.36,B2C,express
ORD101636,Shadowfax,Kolkata,11/10/25 6:05,Van,0.3,0.47,48.06,delayed,5,2,Driver cancelled multiple times,negative,m_7051,d_91270,0,1,562.53,B2C,express
ORD107280,Porter,Pune,09/02/25 22:54,2W,1.71,0.28,47.4,delivered,5,3,Delivery was okay.,neutral,m_8411,d_81586,1,1,211.83,B2C,standard
ORD107554,DTDC,Delhi-NCR,12/16/24 6:38,Van,6.13,5.17,118.87,delayed,35.6,3,Average experience Quick response from support.,neutral,m_2072,d_34394,0,0,50,B2C,scheduled
ORD111649,Shiprocket,Tiruppur,12/12/24 5:56,Van,25.8,5.56,226.85,delayed,139.7,2,Driver cancelled multiple times,negative,m_2436,d_84312,0,1,395.3,B2C,express
ORD103581,Shadowfax,Bengaluru,02/16/24 4:52,Van,0.54,6.59,104.97,delayed,9.3,1,Package was damaged on arrival Expected better.,negative,m_2182,d_68758,0,0,1397.75,B2C,standard
ORD101291,Shadowfax,Pune,03/29/24 20:44,Tempo,4.56,10.08,183.77,delayed,31.4,4,"Excellent service, will use again Quick response from support.",positive,m_8313,d_75386,1,0,3790.55,B2C,standard
ORD106585,BlueDart,Mumbai,09/19/24 15:42,Mini-Truck,6.35,2.91,138.68,delayed,45,1,Package was damaged on arrival,negative,m_3297,d_59911,0,1,1490.13,B2C,standard
ORD101853,Porter,Visakhapatnam,01/03/26 14:56,2W,12.92,5.36,146.52,delayed,62,1,"Order lost, support unhelpful.",negative,m_1097,d_62063,0,0,67.11,B2C,scheduled
ORD105232,Porter,Kolkata,10/10/25 10:42,2W,2.64,0.77,57.57,delayed,10.4,1,"Delivery took too long, disappointed Quick response from support.",negative,m_8617,d_85934,0,0,372.89,B2B,standard
ORD103763,Shadowfax,Vadodara,01/27/25 20:57,2W,6.5,5.07,101.54,delayed,31.5,4,Package arrived in perfect condition,positive,m_2722,d_34697,0,0,1156.11,B2C,standard
ORD103304,Shadowfax,Ahmedabad,05/31/24 10:38,2W,6.05,5.9,111.58,delayed,25,3,Package arrived late but ok,neutral,m_9109,d_74383,1,0,102.17,B2B,express
ORD101495,DTDC,Mumbai,05/25/24 22:47,2W,0.3,8.62,92.9,delayed,5,1,Driver cancelled multiple times Quick response from support.,negative,m_5311,d_72828,0,1,1825.23,B2C,express
ORD111637,Shadowfax,Kanpur,03/29/25 9:57,2W,38.56,1.84,251.19,delivered,167.4,4,Smooth pickup and delivery Quick response from support.,positive,m_1001,d_39678,1,1,203.13,B2C,standard
ORD107994,Porter,Jaipur,05/27/25 7:55,2W,3.56,0.48,62.31,delayed,25.3,3,"No issues, nothing special",neutral,m_9395,d_97817,0,0,467.04,B2C,standard
ORD101998,Delhivery,Chennai,02/09/24 12:51,Mini-Truck,5.89,2.11,116.04,delayed,50.6,1,"Order lost, support unhelpful",negative,m_1447,d_79590,0,0,722.63,B2C,standard
ORD100663,Porter,Nagpur,12/23/24 18:40,Truck,0.3,0.97,86.43,delivered,5,4,"Excellent service, will use again",positive,m_9774,d_15877,0,0,427.92,B2B,standard
ORD103748,Shadowfax,Kolkata,09/03/25 19:39,Tempo,4.33,6.89,146.26,delayed,19.8,1,Package was damaged on arrival,negative,m_7365,d_78501,0,1,679.23,B2C,standard
ORD104413,Shadowfax,Vadodara,07/07/24 19:02,2W,0.63,5.09,70.74,delayed,5,3,"No issues, nothing special Expected better.",neutral,m_6314,d_74008,0,1,184.04,B2C,standard
ORD105530,DTDC,Thiruvananthapuram,09/11/24 20:31,Truck,10.72,6.48,229.87,delayed,102,1,"Very poor service, won't recommend Expected better.",negative,m_8661,d_63256,1,0,926.25,B2C,express
ORD105575,Shadowfax,Vadodara,05/15/25 23:47,2W,3.27,3.47,73.95,delayed,7.2,1,"Order lost, support unhelpful",negative,m_4700,d_95174,1,1,1578.04,B2C,standard
ORD108901,Porter,Bengaluru,03/16/24 0:20,2W,3.59,3.24,82.11,delivered,5,5,Smooth pickup and delivery.,positive,m_4305,d_32950,0,1,479.2,B2C,standard
ORD107526,Shadowfax,Ahmedabad,12/24/24 12:36,2W,8.61,5.65,116.34,delayed,39.1,3,Average experience,neutral,m_9500,d_23684,0,0,299.32,B2C,scheduled
ORD109474,Porter,Vadodara,01/16/26 19:59,2W,2.38,3.98,81.22,delayed,13,3,Average experience Quick response from support.,neutral,m_5962,d_54981,0,1,50,B2B,standard
ORD105864,Shiprocket,Ahmedabad,07/04/25 22:04,2W,4.64,0.9,62.26,delayed,19.4,1,"Delivery took too long, disappointed",negative,m_5476,d_48807,0,0,1153.09,B2C,standard
ORD110867,Delhivery,Nagpur,08/13/25 21:52,Truck,50.29,0.22,572.95,delayed,459,2,"Delivery took too long, disappointed.",negative,m_1837,d_88928,0,0,522.03,B2C,express
ORD106776,Shiprocket,Bengaluru,10/22/25 23:40,2W,3.41,5.22,84.38,delayed,5,1,"Very poor service, won't recommend Expected better.",negative,m_8159,d_54208,0,1,57.53,B2B,standard
ORD101306,DTDC,Coimbatore,08/24/24 5:54,2W,5.68,2.68,80.8,delayed,13,1,Package was damaged on arrival,negative,m_5147,d_33602,0,0,50,B2B,standard
ORD107392,Porter,Coimbatore,12/22/24 22:34,Truck,4.69,1.52,128.31,delayed,55.8,3,Average experience Expected better.,neutral,m_7542,d_67832,0,0,637.47,B2C,scheduled
ORD110429,Shadowfax,Nagpur,05/24/24 13:23,Tempo,12.99,1.35,159.01,delayed,108.5,2,"Order lost, support unhelpful",negative,m_2250,d_92396,0,0,92.19,B2C,standard
ORD111494,Shiprocket,Delhi-NCR,05/24/25 14:15,2W,51.33,6.39,308.65,delayed,211.2,2,"Delivery took too long, disappointed",negative,m_3350,d_78880,0,1,258.31,B2C,standard
ORD105592,DTDC,Coimbatore,12/04/25 5:52,2W,3.56,0.34,55.85,returned,17.4,1,"Delivery took too long, disappointed.",negative,m_5196,d_58423,0,1,390.88,B2C,standard
ORD110230,Delhivery,Kanpur,04/03/25 22:23,Truck,30.71,5.47,453.9,delayed,268.7,1,"Order lost, support unhelpful",negative,m_8219,d_19592,0,0,444.18,B2C,standard
ORD109721,DTDC,Mumbai,12/22/24 11:43,Tempo,18.29,3.31,205.21,returned,105.7,1,"Very poor service, won't recommend Expected better.",negative,m_7367,d_94765,0,0,913.14,B2B,standard
ORD101663,Shadowfax,Kolkata,09/12/24 10:54,2W,7.94,0.78,82.08,delayed,39.7,2,"Very poor service, won't recommend Expected better.",negative,m_4867,d_63490,0,0,50,B2C,standard
ORD105450,Porter,Pune,02/07/25 23:00,Van,2.85,1.27,71.99,delayed,7.1,1,"Order lost, support unhelpful.",negative,m_9552,d_57742,0,0,51.79,B2B,express
ORD111915,Shiprocket,Visakhapatnam,09/26/25 20:42,Van,26.19,3.38,223.67,delayed,142.6,1,"Very poor service, won't recommend.",negative,m_5811,d_75887,1,1,498.46,B2C,express
ORD111939,Shiprocket,Hyderabad,06/12/24 5:43,Van,44.96,7.58,340.3,delayed,261.9,2,Package was damaged on arrival.,negative,m_3225,d_35576,0,0,198.62,B2C,standard
ORD103627,BlueDart,Indore,05/13/25 8:55,2W,0.65,4.89,97.47,delayed,10.1,4,"Excellent service, will use again.",positive,m_3783,d_71617,0,1,1087.04,B2C,express
ORD102693,Shiprocket,Kanpur,07/31/24 3:11,Mini-Truck,7.69,2.2,103.26,delayed,37.8,3,Package arrived late but ok,neutral,m_2451,d_10745,0,1,408.27,B2C,express
ORD111252,Shadowfax,Mumbai,06/21/24 23:57,2W,12.33,0.18,99.22,delayed,51.5,1,Driver cancelled multiple times Expected better.,negative,m_2806,d_86719,0,0,361.3,B2C,standard
ORD109789,Shadowfax,Delhi-NCR,08/05/25 6:36,Tempo,47.18,0.8,414.24,delayed,328.4,1,"Order lost, support unhelpful.",negative,m_8948,d_81718,1,0,248.19,B2C,standard
ORD110921,Delhivery,Surat,07/14/25 6:38,2W,32.36,1.69,221.22,delayed,151,4,Smooth pickup and delivery Expected better.,positive,m_4952,d_64436,0,0,287.61,B2C,express
ORD110817,Shadowfax,Jaipur,09/13/24 10:29,Van,37.25,3.21,287.46,delayed,207.4,2,"Order lost, support unhelpful.",negative,m_7767,d_48776,1,1,540.82,B2C,standard
ORD105915,Delhivery,Chandigarh,01/16/24 20:16,Mini-Truck,10.55,0.28,121.46,delayed,62.6,2,Package was damaged on arrival,negative,m_1746,d_51093,0,0,455.75,B2C,standard
ORD103157,Shiprocket,Jaipur,04/30/25 7:08,Mini-Truck,2.45,2.93,71.56,delayed,5,1,"Very poor service, won't recommend",negative,m_5518,d_54599,1,0,2890.68,B2C,standard
ORD111506,Shiprocket,Vadodara,12/21/24 23:52,2W,50.74,5.9,320.79,delayed,244.4,3,Package arrived late but ok,neutral,m_2118,d_45840,1,0,1198.79,B2B,standard
ORD109914,Delhivery,Bengaluru,05/16/24 15:57,Van,40.91,4.56,351.45,delivered,240.8,3,Delivery was okay,neutral,m_2353,d_53695,1,1,158.79,B2C,standard
ORD106668,Delhivery,Bengaluru,04/25/25 0:43,Truck,4.76,3.76,168.1,delayed,40.9,1,Package was damaged on arrival,negative,m_1504,d_71527,0,1,138.25,B2C,standard
ORD101059,Shadowfax,Pune,04/16/25 21:54,Van,1.58,1.49,69.74,delayed,32.8,2,"Very poor service, won't recommend Quick response from support.",negative,m_7301,d_74807,0,0,246.18,B2C,standard
ORD104636,Porter,Nagpur,07/15/25 0:56,Truck,1.76,4.17,143.5,delayed,16.6,2,Package was damaged on arrival Quick response from support.,negative,m_7275,d_12255,0,0,346.8,B2C,standard
ORD103242,DTDC,Rajkot,11/21/24 0:35,Van,3.74,2.61,81.8,delayed,8.6,3,Package arrived late but ok Expected better.,neutral,m_6672,d_67290,0,0,725.24,B2C,express
ORD101678,Shiprocket,Ahmedabad,01/29/24 3:12,Truck,0.3,5.59,131.9,delayed,5,4,Smooth pickup and delivery,positive,m_1001,d_30345,1,0,286.35,B2C,standard
ORD106892,Delhivery,Jaipur,10/21/24 8:18,Mini-Truck,2.78,1.33,89.48,delayed,19.1,1,"Order lost, support unhelpful",negative,m_4921,d_60176,1,0,723.99,B2C,express
ORD106374,Delhivery,Tiruppur,05/24/25 20:57,Mini-Truck,4.82,2.08,109.81,delayed,21.8,3,Average experience,neutral,m_7731,d_30747,0,0,343.77,B2B,express
ORD107574,Delhivery,Kanpur,06/21/24 7:32,2W,2.38,0.4,53.99,delayed,14.5,2,"Delivery took too long, disappointed",negative,m_2916,d_82316,0,0,377.29,B2C,standard
ORD101757,Delhivery,Visakhapatnam,06/20/25 10:22,Van,0.39,5.46,96.26,delayed,5,2,"Very poor service, won't recommend",negative,m_2591,d_37931,0,0,411.32,B2B,express
ORD106019,Delhivery,Tiruppur,12/27/24 11:18,2W,0.39,5.49,87.3,delayed,5,4,"Excellent service, will use again",positive,m_2326,d_31666,0,0,303.87,B2C,standard
ORD105116,Shiprocket,Calicut,10/25/24 12:52,2W,1.26,7.62,83.34,delayed,7,1,"Very poor service, won't recommend.",negative,m_1213,d_36245,0,0,1133.15,B2C,standard
ORD108755,Delhivery,Visakhapatnam,11/02/25 1:44,Mini-Truck,2.1,6.41,121.37,delayed,19,3,Standard service Expected better.,neutral,m_2669,d_59878,1,0,1080.66,B2C,standard
ORD107408,Porter,Surat,07/20/24 3:32,2W,5.08,3.23,87.67,delayed,30.6,2,"Order lost, support unhelpful",negative,m_1183,d_23410,0,0,604.26,B2C,standard
ORD102790,Delhivery,Hyderabad,07/06/24 2:26,2W,2.41,4.39,81.41,delivered,7.3,3,Standard service,neutral,m_3671,d_13682,1,0,1924.42,B2C,standard
ORD100863,Shiprocket,Pune,12/20/24 19:03,2W,7.66,7.99,111.29,delayed,24.4,2,Package was damaged on arrival.,negative,m_1726,d_47555,0,0,1107.98,B2C,standard
